2.003677934408187866e-01,-2.518981397151947021e-01,-1.305513381958007812e-01,1.466095447540283203e-01,2.085212469100952148e-01,9.666912257671356201e-02,1.001214608550071716e-01,-4.888727366924285889e-01,-2.048924565315246582e-01,-3.894842267036437988e-01,7.423588633537292480e-02,-5.577063560485839844e-01,4.117425158619880676e-02,-8.183391764760017395e-03,4.563663899898529053e-02,1.302460879087448120e-01,1.152475327253341675e-01,-2.648447155952453613e-01,-4.276587441563606262e-02,-9.692636132240295410e-02,1.971798539161682129e-01,1.027535498142242432e-01,3.109991252422332764e-01,1.298289000988006592e-01,8.730633556842803955e-02,1.194163877516984940e-02,-6.963308900594711304e-02,9.134487062692642212e-02,-4.687269330024719238e-01,2.735834717750549316e-01,1.516763567924499512e-01,1.549594104290008545e-01,6.225790083408355713e-02,1.453592926263809204e-01,-1.178674120455980301e-02,4.698299244046211243e-02,1.606314629316329956e-01,-9.954406321048736572e-02,-2.045898139476776123e-01,-9.778984636068344116e-02,2.215695939958095551e-02,9.319028258323669434e-02,9.829574823379516602e-02,-1.441445481032133102e-02,2.220467925071716309e-01,-1.184895187616348267e-01
2.003677934408187866e-01,-2.518981397151947021e-01,-1.305513381958007812e-01,1.466095447540283203e-01,2.085212469100952148e-01,9.666912257671356201e-02,1.001214608550071716e-01,-4.888727366924285889e-01,-2.048924565315246582e-01,-3.894842267036437988e-01,7.423588633537292480e-02,-5.577063560485839844e-01,4.117425158619880676e-02,-8.183391764760017395e-03,4.563663899898529053e-02,1.302460879087448120e-01,1.152475327253341675e-01,-2.648447155952453613e-01,-4.276587441563606262e-02,-9.692636132240295410e-02,1.971798539161682129e-01,1.027535498142242432e-01,3.109991252422332764e-01,1.298289000988006592e-01,8.730633556842803955e-02,1.194163877516984940e-02,-6.963308900594711304e-02,9.134487062692642212e-02,-4.687269330024719238e-01,2.735834717750549316e-01,1.516763567924499512e-01,1.549594104290008545e-01,6.225790083408355713e-02,1.453592926263809204e-01,-1.178674120455980301e-02,4.698299244046211243e-02,1.606314629316329956e-01,-9.954406321048736572e-02,-2.045898139476776123e-01,-9.778984636068344116e-02,2.215695939958095551e-02,9.319028258323669434e-02,9.829574823379516602e-02,-1.441445481032133102e-02,2.220467925071716309e-01,-1.184895187616348267e-01
2.003678530454635620e-01,-2.518981397151947021e-01,-1.305513381958007812e-01,1.466095447540283203e-01,2.085212469100952148e-01,9.666912257671356201e-02,1.001214608550071716e-01,-4.888727366924285889e-01,-2.048924565315246582e-01,-3.894842267036437988e-01,7.423588633537292480e-02,-5.577063560485839844e-01,4.117425158619880676e-02,-8.183391764760017395e-03,4.563663899898529053e-02,1.302460879087448120e-01,1.152475327253341675e-01,-2.648447155952453613e-01,-4.276587441563606262e-02,-9.692636132240295410e-02,1.973216533660888672e-01,1.021656692028045654e-01,3.111043870449066162e-01,1.298289000988006592e-01,8.730633556842803955e-02,1.209363248199224472e-02,-6.963308900594711304e-02,9.138406068086624146e-02,-4.687269330024719238e-01,2.736155986785888672e-01,1.516839265823364258e-01,1.549594104290008545e-01,6.225790083408355713e-02,1.453592926263809204e-01,-1.178674120455980301e-02,4.707330837845802307e-02,1.606314629316329956e-01,-9.954406321048736572e-02,-2.045898139476776123e-01,-9.778984636068344116e-02,2.215695939958095551e-02,9.319028258323669434e-02,9.829574823379516602e-02,-1.439484488219022751e-02,2.220467925071716309e-01,-1.184895187616348267e-01
2.003681510686874390e-01,-2.518981099128723145e-01,-1.305513381958007812e-01,1.466095447540283203e-01,2.085213065147399902e-01,9.666912257671356201e-02,1.001214608550071716e-01,-4.888727366924285889e-01,-2.048924565315246582e-01,-3.894842267036437988e-01,7.423588633537292480e-02,-5.577063560485839844e-01,4.117425158619880676e-02,-8.183391764760017395e-03,4.563663899898529053e-02,1.302460879087448120e-01,1.152475327253341675e-01,-2.648447155952453613e-01,-4.276587441563606262e-02,-9.692636132240295410e-02,2.002981901168823242e-01,8.982172608375549316e-02,3.133148252964019775e-01,1.298289000988006592e-01,8.730633556842803955e-02,1.528592687100172043e-02,-6.963308900594711304e-02,9.220669418573379517e-02,-4.687269330024719238e-01,2.742910981178283691e-01,1.518438458442687988e-01,1.549594104290008545e-01,6.225790083408355713e-02,1.453592926263809204e-01,-1.178674120455980301e-02,4.896761104464530945e-02,1.606314629316329956e-01,-9.954400360584259033e-02,-2.045898139476776123e-01,-9.778984636068344116e-02,2.215695939958095551e-02,9.319028258323669434e-02,9.829574823379516602e-02,-1.398310530930757523e-02,2.220467925071716309e-01,-1.184895187616348267e-01
2.003679126501083374e-01,-2.518981099128723145e-01,-1.305513381958007812e-01,1.466095447540283203e-01,2.088137865066528320e-01,9.684562683105468750e-02,1.001214608550071716e-01,-4.886963069438934326e-01,-2.048924565315246582e-01,-3.894842267036437988e-01,7.423588633537292480e-02,-5.577063560485839844e-01,4.117425158619880676e-02,-6.756355520337820053e-03,4.563663899898529053e-02,1.302460879087448120e-01,1.152475327253341675e-01,-2.640565037727355957e-01,-4.276587441563606262e-02,-9.692636132240295410e-02,1.980302929878234863e-01,9.922671318054199219e-02,3.116306960582733154e-01,1.222666427493095398e-01,8.730633556842803955e-02,1.285367365926504135e-02,-6.963308900594711304e-02,9.157990664243698120e-02,-4.686678647994995117e-01,2.737764716148376465e-01,1.517220139503479004e-01,1.549594104290008545e-01,6.241440027952194214e-02,1.453592926263809204e-01,-1.178674120455980301e-02,4.752429947257041931e-02,1.606314629316329956e-01,-9.954406321048736572e-02,-2.045898139476776123e-01,-9.778984636068344116e-02,2.215695939958095551e-02,9.523725509643554688e-02,9.829574823379516602e-02,-1.202894840389490128e-02,2.220467925071716309e-01,-1.183130592107772827e-01
2.003698796033859253e-01,-2.438090741634368896e-01,-1.262507438659667969e-01,1.466095447540283203e-01,2.277252078056335449e-01,9.853599965572357178e-02,1.289750933647155762e-01,-4.847871363162994385e-01,-1.993021070957183838e-01,-3.565742969512939453e-01,7.498581707477569580e-02,-5.304453372955322266e-01,4.166622832417488098e-02,9.967865422368049622e-03,-4.626453667879104614e-02,1.353386193513870239e-01,-1.179219502955675125e-02,-1.652263551950454712e-01,-3.301195800304412842e-02,-9.459026157855987549e-02,2.087966799736022949e-01,1.029692292213439941e-01,3.134577572345733643e-01,6.725796312093734741e-02,8.860060572624206543e-02,1.244663912802934647e-02,-6.505666673183441162e-02,9.572852402925491333e-02,-4.680637717247009277e-01,2.735838890075683594e-01,1.558946371078491211e-01,1.558486819267272949e-01,5.751841887831687927e-02,1.482343822717666626e-01,-8.791117928922176361e-03,2.586854621767997742e-02,1.736765056848526001e-01,-9.812806546688079834e-02,-2.365443855524063110e-01,-6.683762371540069580e-02,4.077554494142532349e-02,4.297911003232002258e-02,1.072691753506660461e-01,-9.820442646741867065e-03,2.262841463088989258e-01,-1.158343702554702759e-01
2.005078643560409546e-01,-2.363227903842926025e-01,-1.240327507257461548e-01,1.433613896369934082e-01,2.477650046348571777e-01,1.044804081320762634e-01,1.203729137778282166e-01,-4.798906743526458740e-01,-1.939447224140167236e-01,-3.480567932128906250e-01,7.570439577102661133e-02,-5.207486152648925781e-01,4.121013358235359192e-02,3.013107739388942719e-02,-2.018116600811481476e-02,1.307131350040435791e-01,-9.042268991470336914e-02,-3.606548160314559937e-02,-1.983417756855487823e-02,-9.235161542892456055e-02,2.109771668910980225e-01,1.054200530052185059e-01,3.123894631862640381e-01,2.768154721707105637e-03,9.354224801063537598e-02,1.197474915534257889e-02,-5.649328976869583130e-02,1.011883094906806946e-01,-4.149350523948669434e-01,2.815149426460266113e-01,1.595311164855957031e-01,1.573425829410552979e-01,4.821327701210975647e-02,1.720189601182937622e-01,2.175782248377799988e-02,6.150943413376808167e-02,1.795231550931930542e-01,-9.646277129650115967e-02,-4.975346326828002930e-01,-5.084636434912681580e-02,3.554540127515792847e-02,-2.061636373400688171e-02,1.856187283992767334e-01,-5.562117695808410645e-02,2.321062088012695312e-01,-1.126177906990051270e-01
1.474171429872512817e-01,-2.392262518405914307e-01,-1.839125752449035645e-01,1.448832154273986816e-01,2.313846945762634277e-01,1.053133979439735413e-01,9.888652712106704712e-02,-4.820301234722137451e-01,-1.897597312927246094e-01,-2.980189919471740723e-01,7.733720541000366211e-02,-3.797056972980499268e-01,4.121907427906990051e-02,1.803985051810741425e-02,4.590697586536407471e-02,9.325020760297775269e-02,-5.823893547058105469e-01,-1.147855371236801147e-01,-1.373273506760597229e-02,-9.390385448932647705e-02,1.671166121959686279e-01,1.075745224952697754e-01,3.175655901432037354e-01,9.605462104082107544e-02,1.494991779327392578e-01,1.591233350336551666e-02,-5.213359743356704712e-02,1.048841029405593872e-01,-4.236246347427368164e-01,3.054884970188140869e-01,1.626657247543334961e-01,1.575890183448791504e-01,6.777349859476089478e-02,1.780597120523452759e-01,3.171501681208610535e-02,1.195695698261260986e-01,1.753659695386886597e-01,-9.803952276706695557e-02,-4.553991556167602539e-01,-1.763491891324520111e-02,3.552148491144180298e-02,7.782302796840667725e-02,1.994587332010269165e-01,2.642778865993022919e-02,2.321258038282394409e-01,-1.072831451892852783e-01
4.576071165502071381e-03,-2.119739949703216553e-01,-1.987701058387756348e-01,1.499910950660705566e-01,1.459885239601135254e-01,-5.474353954195976257e-02,5.980840325355529785e-02,-4.597603976726531982e-01,-1.744949668645858765e-01,-2.938662469387054443e-01,9.195157885551452637e-02,-3.786014020442962646e-01,4.191375151276588440e-02,-3.954662242904305458e-04,6.543779373168945312e-02,9.604396671056747437e-02,-5.382562279701232910e-01,-1.620466858148574829e-01,-1.332798413932323456e-02,-1.161386296153068542e-01,1.562717705965042114e-01,1.083632856607437134e-01,3.227438032627105713e-01,2.060370743274688721e-01,2.271542251110076904e-01,3.025264479219913483e-02,-2.306355535984039307e-02,1.037198305130004883e-01,-4.546751976013183594e-01,3.394051492214202881e-01,1.635979413986206055e-01,1.666542291641235352e-01,1.085546240210533142e-01,8.256646245718002319e-02,1.758944243192672729e-02,1.278290599584579468e-01,1.809131950139999390e-01,-9.175671637058258057e-02,-3.383687734603881836e-01,-2.225150540471076965e-02,7.562230527400970459e-02,7.177010178565979004e-02,1.708099693059921265e-01,8.550662547349929810e-02,2.405028194189071655e-01,-1.088444441556930542e-01
-3.010023199021816254e-02,-2.046978175640106201e-01,-1.640366017818450928e-01,1.248355135321617126e-01,1.034997478127479553e-01,-1.873653382062911987e-01,5.936737358570098877e-02,-4.494415819644927979e-01,-1.775688529014587402e-01,-3.480882346630096436e-01,9.713375568389892578e-02,-5.172491073608398438e-01,6.388776749372482300e-02,3.543284488841891289e-03,7.020768523216247559e-02,1.322205066680908203e-01,3.960835188627243042e-02,-2.023524194955825806e-01,-4.734174348413944244e-03,-1.210751160979270935e-01,3.203132152557373047e-01,1.061417460441589355e-01,3.164155781269073486e-01,1.492185890674591064e-01,2.093232721090316772e-01,2.682327292859554291e-02,-1.165066845715045929e-02,1.032330393791198730e-01,-4.539964199066162109e-01,2.887779176235198975e-01,1.197052896022796631e-01,1.722123920917510986e-01,8.621964603662490845e-02,9.840504080057144165e-02,-1.148925274610519409e-01,8.106985688209533691e-02,1.747886091470718384e-01,-9.691734611988067627e-02,-3.186682760715484619e-01,-5.520908907055854797e-02,8.232189714908599854e-02,9.471875429153442383e-02,1.444824337959289551e-01,6.924329698085784912e-02,2.250680178403854370e-01,-1.045207530260086060e-01
